"","text","longitude","latitude"
"1094","Opened Graffiti request via iphone at 4041 Geary Blvd https://t.co/8L0kbRgSOU. https://t.co/h9wWBvimSS",-122.46283104,37.78080139
"1095","Opened Graffiti request via iphone at 4041 Geary Blvd https://t.co/8L0kbRgSOU. https://t.co/Krarv6NsAU",-122.46283104,37.78080139
"1096","Bay Bridge (@ Pier 14 in San Francisco, CA) https://t.co/izBob2qEKF https://t.co/CphDzs2mu2",-122.39087105,37.79382132
"1097","Just posted a photo @ Bawdy Storytelling https://t.co/lUmGKJzKtM",-122.40797486,37.76344598
"1098","SunPower #Sales : Director, Utility Scale Business Development... (#Richmond, CA) https://t.co/3AKDtUncLL #SXSWeco https://t.co/tpsqw2E6mD",-122.3390936,37.9158152
"1099","Drinking a Delirium Argentum by @Deliriumbrewery @ Bel — https://t.co/VQhvX7fkAg",-122.42,37.7453
"1100","Welcome back babygirl, SF State loves you 💗🌊 kehlani #tsunamimob @ San Francisco State University https://t.co/XMLXT8kB2q",-122.47841995,37.72286082
"1101","About to see my favorite band from Brooklyn!! @cryingband (at @TheeParkside in San Francisco, CA) https://t.co/M7cxkHl9s1",-122.399782,37.765108
"1102","Salami, petite breakfast cheese, arugula, and fennel on house made focaccia bread. #latergram @… https://t.co/JWGkZkUqPD",-122.39148797,37.72692439
"1103","Drinking a Reissdorf Kölsch by Privat-Brauerei Heinrich Reissdorf  @ Bar Crudo — https://t.co/Z2tLRgXrkZ",-122.438,37.7757
"1104","I'm at The Castro in San Francisco, CA https://t.co/vzncYYaHK2",-122.43500076,37.76088961
"1105","Now Spinning @farrukopr ft @messiah_mcs - #ChapiChapi
(#MarroneoMashUpBlend)
Only On bigboxradio… https://t.co/k3ltVTZ249",-122.3461846,37.9494155
"1106","This is how we roll San Fran style on a Friday night. @ San Francisco, California https://t.co/eAYp0twvbO",-122.418,37.775
"1107","""Sara's beach""  🏖🌴☀️🏊🏼❤️ @ Muir Woods Beach https://t.co/DC7kd906qK",-122.57576775,37.85955765
"1108","Opened Tree Maintenance request via iphone at 3310 19th St https://t.co/UedwNddpXb. Tree leaning into the street. https://t.co/T4E8RLdr1o",-122.41735501,37.76043561
"1109","I'm at Guy's Flowers in San Francisco, CA https://t.co/ZcXV68ctfI",-122.43389265,37.76596744
"1110","Big vote for Vogt! Go A's KRON 4 News https://t.co/QCOhwrGidL",-122.41487603,37.78678264
"1111","Shell bilked California during energy crisis, judge finds https://t.co/qPZm6D9yCg",-122.41487603,37.78678264
"1112","NEXT at 8: Warriors playoff fever hits the Bay Area once again! Hear from excited fans ready for Game 1. https://t.co/yZXWcTT1HI",-122.41487603,37.78678264
"1113","Opinion: In public, we’re all preoccupied with ourselves selfie https://t.co/kpkAfmHZGv",-122.41487603,37.78678264
"1114","Always good to know your fish: mai tai (clown fish), akami, kurodai (sea bream), hiramasa… https://t.co/CbNx4atrEt",-122.40978,37.61854
"1115","Looking out toward Mt. Diablo Friday afternoon! @MarkTamayoKTVU https://t.co/c8XVYWwTaM",-122.41487603,37.78678264
"1116","The 666th glass @ Frederick Douglas Plaza https://t.co/KhEW6Y1Qjz",-122.43439936,37.77470039
"1117","Opened Garbage Containers request via iphone at 3310 19th St https://t.co/cg5G3ANLCr. https://t.co/b6HDLZTpJM",-122.41720573,37.76045933
"1118","#Marketing alert: Associate... | The Nature Conservancy | #SanFrancisco, CA https://t.co/HfwKQYZku6 #ThinkGreen https://t.co/u3pZHqONTD",-122.3949068,37.7911257
"1119","I'm at The Jelly Donut in San Francisco, CA https://t.co/Gaph1EKJtk",-122.41626762,37.75243857
"1120","...and then, we ate the most delicious meal in recent memory. Salumi platter, beet and arugula… https://t.co/kL7EdW0Tvm",-122.40819162,37.78677466
"1121","Now Spinning @EnriqueIglesias x @NickyJamPR - #ElPerdon
#Forgiveness 
Only On bigboxradio… https://t.co/aVmXWT7I2a",-122.3461846,37.9494155
"1122","I'm at Ánh Hồng in San Francisco, CA https://t.co/NHRkRwPe71",-122.41659393,37.78632902
"1123","Interested in a #Nursing #job near #SanFrancisco, CA? This could be a great fit: https://t.co/r2ft7JFKa6 #Hiring",-122.4194155,37.7749295
"1124","1539 Mason Street https://t.co/JuLWlKjNSm",-122.4123,37.79769
"1125","Now Spinning @zionylennoxpr @zionylennoxpr @zionylennoxpr ft @yandeloficial @farrukopr -… https://t.co/a384Pg9bjW",-122.3461846,37.9494155
"1126","#phillesh #philleshandfriends unbroken chain @ Terrapin Crossroads https://t.co/20g4hiA2cU",-122.51645647,37.9684355
"1127","#falls #martinlutherking #sanfrancisco @ Yerba Buena Gardens https://t.co/KFTLh7ZVIl",-122.402691,37.785607
"1128","I'm at Bistro Central Parc in San Francisco, CA https://t.co/1eDcZGLR9O",-122.44445408,37.77511792
"1129","When you just want to escape. @ Alcatraz Island https://t.co/7grBrggClj",-122.40482061,37.80647731
"1130","DMA's tonight at The Independent in San Francisco #dmas #theindependent #sanfrancisco… https://t.co/exfHXXdjLi",-122.43751,37.77553
"1131","oh hey sega (at @SEGA of America in San Francisco, CA) https://t.co/h1qBbXuK59",-122.40348527,37.76529821
"1132","Just your average Friday in #hayesvalley #proxysf #mcsweeneys @ Proxy SF https://t.co/LlvuI5orxQ",-122.4240797,37.7760561
"1133","Crab! 🦀😋 #thanhlong #sf #sanfrancisco #sanfrancitizens #crab #seafood #foodie #food #foodies… https://t.co/PfpK5yk4Gr",-122.50609,37.76039
"1134","EXACTLY what the body needed!! #3ohm2 #NamasteSnitches (at @YogatothePeople) https://t.co/37kHchxkQy https://t.co/QhG2F3TFoc",-122.419223,37.764995
"1135","Now Spinning @farrukopr ft @NickyJamPR @DiRealShaggy - #SunSet
Only On bigboxradio… https://t.co/x3vKsWMJSk",-122.3461846,37.9494155
"1136","Taco restaurant hopping with bae. Place #1 a camerones and a salmon taco w chips salsa https://t.co/Rhl31MeGyN https://t.co/baJaG8IOzu",-122.421821,37.763582
"1137","Not so purdy L-sit to shoulder stands, but I didn't fall this time @ Mission Cliffs https://t.co/o2KohC0esO",-122.412548,37.760495
"1138","the drinking continues.. (@ The Basement in San Francisco, Calif) https://t.co/bc3rkcDU6Y https://t.co/cNP8yyIqpO",-122.41563,37.782761
"1139","This should help me sleep on the plane. (at @SFUncorkd in San Francisco, CA) https://t.co/UI8fwMSYwB",-122.38909705,37.62039699
"1140","Want to work at Sutter Care at Home? We're #hiring in #SanRafael, CA! Click for details: https://t.co/9cLv1tT8ve #Nursing #Job #Jobs",-122.5310874,37.9735346
"1141","I'm at Sundance Kabuki Cinemas in San Francisco, CA w/ @journalgirl https://t.co/9YDuPwQUga",-122.43252677,37.78517429
"1142","#SanFrancisco, California #Retail #Job: Fine Jewelry and Watch Merchandising Manager at The RealReal https://t.co/mtpDwOzFdt #Jobs #Hiring",-122.4194155,37.7749295
"1143","IDEO U https://t.co/TKLLHvO2VH",-122.3863647,37.7881173
"1144","I Need a hero #friend #asiasf #gay #bday #moi #me #SF @ AsiaSF https://t.co/jUQkYSQvki",-122.4128113,37.7750282
"1145","Mochi @ Green Door SF https://t.co/ctl3v0tAEq",-122.40382486,37.78244113
"1146","my favorite gal doing her magic! @MBEmag: @Pam_ICESafety announces @WRMSDC  #SOTY awardees https://t.co/A5r92W1EFW”",-122.40165596,37.78597441
"1147","His Shabu game is real. ##SFMonkeyLove @ Shabu House Japanese Beef… https://t.co/aKKAHtXkD2",-122.47491653,37.78070001
"1148","Mussels with pesto toast @ Thanh Long YUM!!! #SF #sanfrancisco #sanfrancitizens #SFGuide… https://t.co/7ZsI9KxCo3",-122.50609,37.76039
"1149","Watched the sunset twice today. #nofilter #sanfrancisco #sf #sfigers #sunset #ocean #seacliff… https://t.co/hlx2hjou4A",-122.49013,37.78759
"1150","@azuresworld x @true_sf ""Leap Year"" collab tees drop tomorrow at the True store on Haight, get… https://t.co/3gaDatmzD6",-122.44569,37.77015
"1151","Back to NJ after a day. (@ San Francisco International Airport (SFO) in San Francisco, CA) https://t.co/jigw3SXVgw",-122.38610744,37.61628808
"1152","View on the Golden Gate Bridge from Alcatraz island 🌉 #alcatraz #goldengatebridge #view… https://t.co/zSdxqCsvDQ",-122.42333333,37.82666667
"1153","Now Spinning @PLANBLIVE - #FanaticaSensual 
Only On bigboxradio #FridayNightMixshow… https://t.co/Oq1qz8jtTD",-122.3461846,37.9494155
"1154","Chicken Pomegranate @ La Mediterranee Noe https://t.co/sS3GG9kKJ6",-122.43319428,37.76441729
"1155","best friend slays😌, hbd x3💜 @ Glen Park https://t.co/KcyW2a8muF",-122.433808,37.733118
"1156","Friday night worship! #moontastic1 #fotd #churchflow #imaworshipper #mua #igmua #eyebrows… https://t.co/9fU49Kzqgl",-122.345807,37.947518
"1157","A skiier and a boarder, but which is best?! @perpetuallyphil #keepjumbowild #greenfilm… https://t.co/ETwGGiFgOl",-122.42248565,37.76477695
"1158","Cali Flavas @ Hotel Whitcomb https://t.co/PWjfSsa13U",-122.4147873,37.7779388
"1159","I'm at @FITNESSSF in San Francisco, Calif https://t.co/zscnwSgZNh",-122.41675985,37.77625921
"1160","Omg look at her butt #bitch #mybday #moi #me #bday #asiasf #SF #gay #friend @ AsiaSF https://t.co/MzarvccPEB",-122.4128113,37.7750282
"1161","#phillesh #philleshandfriends &gt;fire @ Terrapin Crossroads https://t.co/hAubAcuaW5",-122.51645647,37.9684355
"1162","Girls' weekend here I come! #spadayallday (@ San Francisco International Airport (SFO) in San Francisco, CA) https://t.co/8dWlKG2fTD",-122.38610744,37.61628808
"1163","Gotta be bipartisan for this lovely #oscardelarenta @deyoungmuseum #laurabush @ De Young Museum… https://t.co/KNagrCxpAT",-122.46836912,37.77139043
"1164","Now Spinning @DONOMAR FT @TEGOCALDERON - #Sandunga
Only On bigboxradio #FridayNightMixshow… https://t.co/7hBEFb3B01",-122.3461846,37.9494155
"1165","A chest bump for justinseagrave @ PianoFight https://t.co/xvQtsTJAIg",-122.410745,37.783943
"1166","Bay bridge 😍
•
••
•••
••••
#sanfrancisco #california #water #ca #ootd #travelgram #instatravel… https://t.co/IkDoVWFmBC",-122.418,37.775
"1167","Date night @ Mr. Tipple's Recording Studio https://t.co/kh0qlgOpw3",-122.418737,37.776324
"1168","#imtouchingyou #meow @ San Francisco City Hall https://t.co/MqegVYccDG",-122.41914,37.77919
"1169","Werk it out #asiasf #dinner #friend #SF #gay #bday #me #moi #mybday #bitch @ AsiaSF https://t.co/YPRfMD3q17",-122.4128113,37.7750282
"1170","Thinking out loud, enjoying the best view in the city ⛰🌁🌈 #SanFrancisco #california… https://t.co/HL0sg0Erku",-122.5055279,37.7877074
"1171","Happy birthday, Koko @miggydonida!!! May all your dreams come true!!! 🤗🤗🤗 @ The View Lounge https://t.co/PHfnP10ho8",-122.4040062,37.7848679
"1172","Drinking a Stiegl Pils by @stieglbrauerei @ Steins — https://t.co/pq0flK7G4g",-122.467,37.7828
"1173","MRW I found an melanzane parmigiana like in Italy. #yum @ VinoRosso https://t.co/Bg6fS24hIv",-122.41523753,37.73908029
"1174","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/erFt0AnC0u #Nursing #Job #Jobs #Hiring",-122.4194155,37.7749295
"1175","Did you know there are fish swimming on the #BayBridge ?   My view while waiting in line @… https://t.co/0FxBANkeXu",-122.39357146,37.79595483
"1176","Now Spinning @SPIFFTvFilms ft @yandeloficial x @1future - #MiCombo #MySquad 

Only On… https://t.co/WscoTPqEy9",-122.3461846,37.9494155
"1177","To start off any good Friday, a bourbon based Derby Cocktail is always a good idea!🍹

#SF… https://t.co/4OCV3i3DxC",-122.39581379,37.79719141
"1178","Special! (at @TempestBarsf in San Francisco, CA) https://t.co/AYg0FisshV https://t.co/xxVzW2ZOUy",-122.40622882,37.78134829
"1179","Cinderella was here. #lostshoe @ Marina Lounge https://t.co/0ZfG0v4DNZ",-122.438649,37.80063
"1180","Lule Kabob plate @ La Mediterranee Noe https://t.co/R1yN2pIS09",-122.43319428,37.76441729
"1181","The one on the right for tonight ! #mancino_vermouth #giancarlomancino #sanfrancisco #bartour… https://t.co/PhTuZZiAOY",-122.409569,37.787328
"1182","Opened Potholes and Street Defects request via android at 4252 Irving St https://t.co/QAuiafMdqR. 2 potholes. https://t.co/IuMc15wvRf",-122.503555,37.7625
"1183","Drinking a Supplication by Russian River Brewing Company @ Bel — https://t.co/m8UrAGAQ5m",-122.42,37.7453
"1184","Want to work at California Pacific Medical Center? We're #hiring in #SanFrancisco, CA! Click for details: https://t.co/hc79X1ndWF #Job",-122.4194155,37.7749295
"1185","I'm at The @Interval at Long Now in San Francisco, CA https://t.co/LU5mWjkmuk",-122.432058,37.806561
"1186","Lobby Bar Crew #hotelzeppelin hotelzeppelin Open 7 days a week! Come see us! Photo… https://t.co/BsKXX0UtGm",-122.41073,37.78787
"1187","This #Sales #job might be a great fit for you: Sales Executive 2 Fiber to the Building - https://t.co/tbMN17PfqD https://t.co/N2FaSMGZzk",-122.4194155,37.7749295
"1188","tacos and toys (at @BestBuy in San Francisco, CA) https://t.co/F3lGu0WIyL",-122.4129989,37.76885675
"1189","SunPower #Marketing #Job: Director, Global Power Plants Marketing (#Richmond, CA) https://t.co/zjGaB6iFEp #SXSWeco https://t.co/BPvz7OCscl",-122.3390936,37.9158152
"1190","His and hers. 

•

#pokebowl #food #foodporn #nom #nomnomnom #hawaiian #hawaiifood #poke #raw… https://t.co/RHB5A79GD0",-122.46387,37.76393
"1191","Japanese Soul Food #girlsnightout @izakayarintaro @ Izakaya Rintaro https://t.co/vjaMP3DZzv",-122.41507,37.76867
"1192","This needs a 3' x 4' print #diversity #natural #fern @ Muir Woods- Redwoods https://t.co/diII67R63w",-122.57195031,37.89256369
"1193","sushi date night at our fav spot (@ Sushi Bistro in San Francisco, CA) https://t.co/5jTB5RLpVQ",-122.46356148,37.77722083
"1194","#philleshandfriends #philleshandfriends &gt;sugar mags @ Terrapin Crossroads https://t.co/3j5ZgeuGmE",-122.51645647,37.9684355
"1195","Touching down as the sun sets on the bay. Hi, San Francisco! @ San Francisco International… https://t.co/LGaskb6I6g",-122.389544,37.615608
"1196","JOE'S is back baby! #steak ala Bruno (@ Original Joe's Westlake in Daly City, Calif) https://t.co/Fd1VvZgSnu https://t.co/anDs2OXgrR",-122.48542345,37.70176193
"1197","chicy deeky @ San Francisco, California https://t.co/HXWEaSSGbq",-122.418,37.775
"1198","Opened Potholes and Street Defects request via android at 4037 Irving St https://t.co/0EmSJJSsCT. Pothole and crack. https://t.co/FRvnVyiHrP",-122.501062,37.762455
"1199","#Morningcommute. Bathroom detour before work. #geometric delight. #abstract #mapping… https://t.co/UfxZlTyl7H",-122.418,37.775
"1200","Friday // Smiles #sanfrancisco #bayarea #norcal #brusselsgriffon #dog #georgiapeach #underbite… https://t.co/57rgBXzqpY",-122.40526,37.772
"1201","Answering the age old debate Nations or In N Out (@ Nation's Giant Hamburgers in San Pablo, CA) https://t.co/sQkeAkcmiP",-122.33342308,37.95370871
"1202","Celebrating freedom and getting frisky with the TSAAAAAYE 😏👐🏼👏🏼... (Liberty Ale) https://t.co/HG7W4zj9Wa",-122.386,37.6163
"1203","Opened Potholes and Street Defects request via android at 3934 Irving St https://t.co/28D5ySjovs. Broken pavement. https://t.co/EDFzDNo6k5",-122.499991,37.762651
"1204","The Sandlot! @ Presidio of San Francisco https://t.co/4t3HngqPp9",-122.4581741,37.80077993
"1205","Jumbo Wild is getting audiences thinking @patagonia #greenfilm #keepitwild @ Roxie Theater https://t.co/U0PyKX55jV",-122.42248565,37.76477695
"1206","I'm at Campus in San Francisco, CA https://t.co/gLrOyDaNe9",-122.44021304,37.80022492
"1207","I can actually say... heading home #sanfrancisco #california @ Golden Gate Bridge https://t.co/yKcKos6H89",-122.47861111,37.81972222
"1208","@akari_oozora Source: ""20140525-_MG_1774.jpg"" by Bunny Mickley on Flickr
https://t.co/2dSgt9FkWC",-122.41825867,37.77500916
"1209","San Francisco, CA
15.1°C | 59.2°F
Humidity: 66%
Clear https://t.co/Ewvz34RfMb",-122.41825867,37.77500916
"1210","Pier22 살짝 짠 빵 @ Waterbar https://t.co/sk0afvMY3B",-122.38911087,37.79059842
"1211","Join the Levi Strauss &amp; Co. team! See our latest #Marketing #job opening here: https://t.co/d4OpzmlRUU #SanFrancisco, CA #Hiring",-122.4008843,37.7976651
"1212","I'm at The @TipsyPig in San Francisco, CA https://t.co/zQ3V2clrwa",-122.44014323,37.80020933
"1213","Box office team!!! #soloperformance #soloshow #theater is rocking tonight! Go @paolo!!!!!! @… https://t.co/OFTDDqQG85",-122.42206938,37.76571567
"1214","Opened Potholes and Street Defects request via android at 3820 Irving St https://t.co/KbsqS7ZiPa. Pothole. https://t.co/HJq2jhHasm",-122.49886,37.762756
"1215","This #Pharmaceutical #job might be a great fit for you: Pharmacist-Pharmacy* - https://t.co/DTSvJhLLAB #SanFrancisco, CA #Hiring",-122.4194155,37.7749295
"1216","Black and White Aerial San Francisco, Limited edition prints. Artforsale - https://t.co/yaBBAsXhBH… https://t.co/HARYJEpoPW",-122.47861111,37.81972222
"1217","Mercy, Maiden of San Francisco Surreal Photography. https://t.co/yaBBAsXhBH #picsher #surrealism… https://t.co/mBbK1GhqEu",-122.418,37.775
"1218","TGIF @ Tempest https://t.co/se4NInOjsD",-122.40616636,37.78130542
"1219","I'm at Eddie Rickenbacker's in San Francisco, CA https://t.co/mQAfLHj2Tq",-122.39916514,37.78764715
"1220","Now Spinning @JRCastroLV - #RightAway
#DJGioHypeIntro Only On bigboxradio #FridayNightMixshow… https://t.co/phVV0bIAQv",-122.3461846,37.9494155
"1221","Download our iOS app for latest news and weather in San Francisco. Local Now wishes you a great Friday evening! https://t.co/mcHAkggptu",-122.41487603,37.78678264
"1222","Weather now: haze, 65°F, 3 mph southeast wind. https://t.co/aLjv23GZCM",-122.41487603,37.78678264
"1223","With all of #HumbleBundle before the treasure hunt began ( ´ ▽ ` )ﾉ💕
#teambuilding @ Exploratorium https://t.co/fz7ZrCKKsx",-122.39844359,37.8007872
"1224","Half step #phillesh #philleshandfriends @ Terrapin Crossroads https://t.co/xPRpVqENdm",-122.51645647,37.9684355
"1225","I'm at The Little Chihuahua in San Francisco, CA https://t.co/6uwt6m6aGp",-122.43718284,37.77223539
"1226","I'm at Lower Haight in San Francisco, CA https://t.co/T6nurm9K4K",-122.43095627,37.77517763
"1227","Yeah, #StoreOps! I ❤️ my team~ 
(MIA: @diburrito) 
#HumbleBundle #teambuilding @ La Mar… https://t.co/wS0xnf93RN",-122.39534641,37.79718758
"1228","Design Details Live #DDLive (at @GitHub HQ 3.0 in San Francisco, CA) https://t.co/G7rHyMd0CR https://t.co/KEAdqrhVWI",-122.39122138,37.78222008
"1229","Sorry you got poo'd on while I was getting excited about the seals......いつもありがとう！💕#sanfrancisco… https://t.co/hqcOIlYslp",-122.41056393,37.80899892
"1230","@NikkiGlaser with Mark &amp; Jocelyn. (@ Cobb's Comedy Club in San Francisco, CA) https://t.co/ATjRJm6MC7 https://t.co/wfCKiFjbzp",-122.4141825,37.80286986
"1231","Drinking a VanderGhinste Oud Bruin by @omervdg @ Bel — https://t.co/9hpiFzsyLk",-122.42,37.7453
"1232","#Repost @nba with repostapp
・・・
🤔 2016 NBA Champion @warriors? 🤔… https://t.co/RFu4y3oBv1",-122.4331097,37.7840456
"1233","Donut sandwich from #frozenkustard @ Off the Grid https://t.co/ZYwJu2Dp1M",-122.4315191,37.80604694
"1234","#20160415 #sfあるある たまにね @ MEMEBOX https://t.co/52QpapzUwY",-122.40782,37.78147
"1235","So thrilled to be here! #TalesofourCity @SFGMC @ArmisteadMaupin @ Davies Symphony Hall https://t.co/TnznErmQCl",-122.42064357,37.77764323
"1236","Sunset on #Madagascar from interface &amp; a Tobey 📸💣#brusselsgriffon #grifflove 🐶 @ San Francisco,… https://t.co/GaCgqkpzKJ",-122.418,37.775
"1237","🐰✌🏼️ @ San Francisco City Hall https://t.co/h83D17o65J",-122.41914,37.77919
"1238","Now Spinning @iitsAD FT @Skeme @rjmrla @djnemofficial - #LetEmKnow PROD BY sorryjaynari Of… https://t.co/CmPwR3EtqW",-122.3461846,37.9494155
"1239","#bunnies #nose or is it #knows @ San Francisco City Hall https://t.co/1jbk0yDInM",-122.41914,37.77919
"1240","We had a great #415day ! #blackandbrownunity #reclaimsf @ Dolores Park https://t.co/1H40dTUK3x",-122.42694444,37.75972222
"1241","The Arcs! (@ The Fillmore for The Arcs in San Francisco, CA) https://t.co/PbanCShuIj",-122.43300234,37.78407907
"1242","We had a great day! #415day #reclaimsf #blackandbrownunity @ Dolores Park https://t.co/ySLUAQ6eIR",-122.42694444,37.75972222
"1243","I'm at Alonzo King LINES Dance Center in San Francisco, CA https://t.co/Kj1F9o4cFV",-122.41213606,37.78011065
"1244","I'm at Mr. Smith's in San Francisco, CA https://t.co/ie9QPUVYPb",-122.41206969,37.78005607
"1245","Join the The RealReal team! See our latest #Art #job opening here: https://t.co/yUnyWsS49a #SanFrancisco, California #Hiring",-122.4194155,37.7749295
"1246","Just posted a photo @ San Francisco, California https://t.co/mGKh6AIwQ3",-122.418,37.775
"1247","💯+💯+💯+💯+💯 @ Jews for Jesus https://t.co/z94Smfts5r",-122.4239255,37.7726517
"1248","#ilooklikeaplasticsurgeon #ilooklikeasurgeon in my office on a Friday afternoon! @ Karen M. Horton https://t.co/qoChz7uLuo",-122.432265,37.790217
"1249","Audience members starting to leave after our screening of the beautiful Jumbo Wild @patagonia,… https://t.co/XspTGbwCgM",-122.42248565,37.76477695
"1250","teaching ross about baseball @ Ha-Ra Club https://t.co/dhYZCAwbdv",-122.41759,37.78597
"1251","#Tally 🐶 #BlueHeelersOfInstagram #AustrialianCattleDog #BlueHeeler… https://t.co/2h4tyNNLdJ",-122.51083333,37.75944444
"1252","Getting a blood transfusion. #サンフランシスコ #血 #bloodtransfusion #B+ @ Kaiser Permanente Hospital in… https://t.co/0JWL1TruDG",-122.44171176,37.78300359
"1253","#love #bunnies @ San Francisco City Hall https://t.co/OQyfYxWM6J",-122.41914,37.77919
"1254","Now Spinning @Mckinley_Ave ft @rjmrla - #NoRegular PROD BY @DJFU @MikeWiLLMadeIt 
Only On… https://t.co/WDC3MBg4eG",-122.3461846,37.9494155
"1255","Step 1.  Isolate the singer in a large box. #Album2 #VÜNDERLUST @ Light Rail Studios https://t.co/YAvsLion0i",-122.4007986,37.7430724
"1256","Beautiful day! Had a great ride today. #cycling #californialove @… https://t.co/iDg8uhznKX",-122.48973858,37.8963618
"1257","#sanfrancisco #california #monkskettle @ The Monk's Kettle https://t.co/S05xXbI4ZQ",-122.42297,37.7646299
"1258","California Pacific Medical Center #Pharmaceutical #Job: Anesthesia Medical Device... (#SanFrancisco, CA) https://t.co/4fHo79o0rn #Jobs",-122.4194155,37.7749295
"1259","Opened Graffiti request via android at 3210 21st St https://t.co/yPRtd1f3Mv. Sfmta parking meter # 22132020. https://t.co/5Fkmyo8F5C",-122.41916,37.757059
"1260","#LandsEnd #Sunset @ Lands End, Point Lobos, San Francisco https://t.co/YPr3qnS27E",-122.51071569,37.78010073
"1261","Today was a good day. @ Nosh This https://t.co/nAHcfxix4J",-122.38796471,37.76045374
"1262","Opened Graffiti request via android at 3210 21st St https://t.co/yPRtd1f3Mv. Sfmta parking meter # 22132020. https://t.co/B2FgipRnOf",-122.41916,37.757059
"1263","I'm at Alamo Square in San Francisco, CA https://t.co/OrMNzHCQCw",-122.43469834,37.77635426
"1264","I'm at Western Addition in San Francisco, CA https://t.co/VgJYmj2Yt1",-122.43873666,37.78074023
"1265","An amazing evening to take the #mtb out in the birthplace of mountain biking, Marin county.… https://t.co/QJGGQklBKZ",-122.51705252,37.85668575
"1266","Hops and hominy food always hits the spot @ Hops &amp; Hominy https://t.co/5aBPs41ptP",-122.405493,37.789316
"1267","Oscar De La Renta exhibit at the @deyoungmuseum. hillaryclinton dress. #imwithher… https://t.co/HzrbriUfS0",-122.46836912,37.77139043
"1268","Now Spinning @RavenFelix ft @SnoopDogg @NefThePharaoh - #HitTheGas #DJGioHypeIntro
Only On… https://t.co/iGAE79mL91",-122.3461846,37.9494155
"1269","Happiest of birthdays Amanda le croissant @ Rouge SF / Nick's Crispy Tacos https://t.co/NWsp6DBVoq",-122.42192,37.79591
"1270","Opened Potholes and Street Defects request via android at 3218 Irving St https://t.co/ksvI0RUSQU. Pothole. https://t.co/egT9K2UlN4",-122.4923,37.762987
"1271","My beautiful maid is here 👯 @ The Marina Chateau https://t.co/mdDy0O9Ye4",-122.42484,37.80057
"1272","Omg personalized menu ovah #birthday #me #gay #SF #friend #dinner #fatty @ AsiaSF https://t.co/Tu9I9HLTwK",-122.4128113,37.7750282
"1273","It's been a long week. Time to unwind at my favorite cafe with a hot apple cider... https://t.co/aHkxXYWM8c https://t.co/ePyYV7zMOu",-122.49821791,37.77567596
"1274","Opened Potholes and Street Defects request via android at 3210 Irving St https://t.co/yP6fBiVOKh. Pothole. https://t.co/KHP5IysRza",-122.492245,37.763019
"1275","Now Spinning @ItsKamaiyah - #HowDoesItFeel 
Only On bigboxradio #FridayNightMixshow… https://t.co/jeBrgY3hVo",-122.3461846,37.9494155
"1276","The stage is set... An evening with Anoushka Shankar #noursetheater #sanfrancisco #soulful… https://t.co/Wmb2BVnKe9",-122.421051,37.7769737
"1277","Bunnies!!! @ San Francisco City Hall https://t.co/1qUmvlIZ2G",-122.41914,37.77919
"1278","Well a surprise trip to the golden gate, to watch a golden sunsent, on the golden coast, with a… https://t.co/0QUicf7aY7",-122.418,37.775
"1279","City stay rockin! #sanfranciscodays #sanfrancisco #realsf #415day @ Dolores Park https://t.co/lLD2yVgog2",-122.42694444,37.75972222
"1280","Finally, Fun Friday 🐶
#WOOF #Snapchat #SF #Pup #FridayNight #GaySF #FollowMe @ San Francisco,… https://t.co/9J0vqxzH8x",-122.418,37.775
"1281","♬ PATRICK SWEANY at DNA Lounge starting now! https://t.co/EwEo6wngJc https://t.co/5uv4UcJQYH",-122.412694,37.771007
"1282","サンフランシスコ/San Francisco
San Francisco/United States at 7 evening",-122.420362,37.780755
"1283","START YOUR FRIDAY NIGHT RIGHT BY TUNING IN TO bigboxradio  FOR THE #FRIDAYNIGHTMIXSHOW WITH THE… https://t.co/TkNjaFfRC9",-122.3461846,37.9494155
"1284","Want to work in #SanBruno, CA? View our latest opening: https://t.co/Su1f98evxS #Sales #Job #Jobs #Hiring",-122.4187766,37.6293525
"1285","I'm at Hopwater Distribution - @hopwatersf in San Francisco, CA https://t.co/pNKNy4IjR0",-122.411336,37.789966
"1286","💚 I got pretty lucky with this group. Apttus Accelerate couldn't have been better. 
#apttus… https://t.co/a2qgH9ihiB",-122.386951,37.775808
"1287","#nofilter @ Golden Gate Bridge In San Francisco California https://t.co/4F2dq7PLLa",-122.47270143,37.80908966
"1288","Fun trip yesterday with @jessieschiefer! Alcatraz ➡️ Muir Beach ➡… https://t.co/kIjT27fUg4",-122.42333333,37.82666667
"1289","11-year-old Concord boy home safe with his family thanks to a woman’s instincts https://t.co/dyDyCCF4cq",-122.41487603,37.78678264
"1290","The begging old woman. #treesspeak #age #antiquity #humanity #helpthehomeless @ Muir Woods-… https://t.co/rtCxffPA7m",-122.57195031,37.89256369
"1291","#tinytardis #birdtardis @ Off the Grid https://t.co/mC61x4PLt9",-122.4315191,37.80604694
"1292","Looking forward to tonight's ballet by @Justin_Peck :) (@ War Memorial Opera House - @sfopera in San Francisco, CA) https://t.co/pTKxyfW6Tc",-122.42080986,37.77854211
"1293","SFO&gt;SAN (@ San Francisco International Airport (SFO) in San Francisco, CA) https://t.co/IRw4DHXZK8",-122.38610744,37.61628808
"1294","Want to work at The RealReal? We're #hiring in #SanFrancisco, California! Click for details: https://t.co/MnkOFiGava #Writing #Job #Jobs",-122.4194155,37.7749295
